DateTime	ResolutionCode	AreaCode	AreaTypeCode	AreaName	MapCode	ProductionType	ActualGenerationOutput	ActualConsumption	UpdateTime
2022-01-01 02:00:00.000	PT60M	10YSK-SEPS-----K	CTY	SK CTY	SK	Hydro Water Reservoir	2.2		2022-01-01 04:28:09
2022-01-01 02:00:00.000	PT60M	10YSK-SEPS-----K	CTY	SK CTY	SK	Biomass	96.3		2022-01-01 04:28:09
2022-01-01 02:00:00.000	PT60M	10YSK-SEPS-----K	BZN	SK BZN	SK	Fossil Hard coal	49.2		2022-01-01 04:28:09
2022-01-01 02:45:00.000	PT15M	10YDE-EON------1	CTA	DE(TenneT DE) CTA	DE_TenneT_GER	Waste	299.48		2022-01-01 04:31:13
2022-01-01 02:45:00.000	PT15M	10YDE-EON------1	CTA	DE(TenneT DE) CTA	DE_TenneT_GER	Other	20.0		2022-01-01 04:31:15
2022-01-01 02:15:00.000	PT15M	10YAT-APG------L	CTA	AT CTA	AT	Wind Onshore	2652.0	0.0	2022-01-01 05:02:03
2022-01-01 02:15:00.000	PT15M	10YAT-APG------L	CTA	AT CTA	AT	Solar	0.0	0.0	2022-01-01 04:32:06
2022-01-01 02:15:00.000	PT15M	10YAT-APG------L	CTA	AT CTA	AT	Hydro Run-of-river and poundage	3930.4	0.0	2022-02-21 14:36:41
2022-01-01 02:15:00.000	PT15M	10YAT-APG------L	CTA	AT CTA	AT	Hydro Pumped Storage	0.0	1392.8	2022-01-02 14:12:39
2022-01-01 02:15:00.000	PT15M	10YAT-APG------L	CTA	AT CTA	AT	Other renewable	0.0	0.0	2022-01-01 04:32:08
2022-01-01 02:15:00.000	PT15M	10YAT-APG------L	CTA	AT CTA	AT	Other	22.0	0.0	2022-01-01 04:32:09
2022-01-01 02:15:00.000	PT15M	10YAT-APG------L	CTA	AT CTA	AT	Fossil Oil	0.0	0.0	2022-01-01 04:32:09
2022-01-01 02:15:00.000	PT15M	10YAT-APG------L	CTA	AT CTA	AT	Biomass	136.0	0.0	2022-01-01 04:32:10
2022-01-01 02:15:00.000	PT15M	10YAT-APG------L	CTA	AT CTA	AT	Geothermal	0.07	0.0	2022-01-01 04:32:10
2022-01-01 02:15:00.000	PT15M	10YAT-APG------L	CTA	AT CTA	AT	Hydro Water Reservoir	210.0	0.0	2022-02-21 14:36:44
2022-01-01 02:15:00.000	PT15M	10YAT-APG------L	CTA	AT CTA	AT	Waste	100.0	0.0	2022-01-01 04:32:12
2022-01-01 02:15:00.000	PT15M	10YAT-APG------L	CTA	AT CTA	AT	Fossil Gas	96.0	0.0	2022-01-04 11:07:44
2022-01-01 02:15:00.000	PT15M	10YAT-APG------L	CTA	AT CTA	AT	Fossil Hard coal	0.0	0.0	2022-01-01 04:32:13
2022-01-01 02:15:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	Solar	0.0	0.0	2022-01-01 04:32:14
2022-01-01 02:15:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	Wind Onshore	2652.0	0.0	2022-01-01 05:02:12
2022-01-01 02:15:00.000	PT15M	10YAT-APG------L	BZN	AT BZN	AT	Solar	0.0	0.0	2022-01-01 04:32:15
